External ID,Name,Is a Company,Industry,Website,Phone,Email,Tags
school_esicad-ecole-superieure-privee-de-commer_44,ESICAD - Ecole supérieure privée de commerce et gestion - Montpellier,True,Education,https://www.esicad.com/?utm_source=diplomeos,33467105756,montpellier@esicad.com,École de gestion et de commerce
school_ieft-institut-europeen-de-formation-au-t_45,IEFT - Institut européen de formation au tourisme - Lyon,True,Education,,33472851740,infolyon@ieftourisme.com,Autre établissement d'enseignement
school_ileri-linstitut-libre-des-relations-inte_46,ILERI - L’Institut Libre des Relations Internationales et des Sciences Politiques  - Lyon,True,Education,https://www.ileri.fr/campus/lyon-leclair?utm_source=Diplomeo&utm_medium=ANNUAIRE&utm_campaign=Annuaire_2024_2025&utm_content=ANNUAIRE_Diplomeo?utm_source=diplomeos,0472853831,admissions.lyon@ileri.fr,École spécialisée
school_itii-bourgogne-campus-dauxerre_47,ITII Bourgogne - Campus d'Auxerre,True,Education,,33386492618,contact@itiibourgogne.com,École d'ingénieurs
school_esgrh-ecole-superieure-de-gestion-des-re_48,ESGRH école supérieure de gestion des ressources humaines,True,Education,,33186479361,admissions@esgrh.fr,École de ressources humaines
school_ihedrea-lecole-de-lagri-et-de-lagro-mana_49,IHEDREA - L'école de l'Agri et de l'Agro Management - Paris,True,Education,https://www.ihedrea.org/?utm_source=diplomeo&utm_medium=annuaire&utm_campaign=IHEDREA_2022_2023&utm_content=ANNUAIRE_diplomeo?utm_source=diplomeos,33141066222,contact@paris.ihedrea.orrgs,École spécialisée
school_ecs-paris-ecole-de-communication_50,ECS Paris - Ecole de communication,True,Education,,33146472990,info@ecs-paris.com,École de communication
school_esupcom-ecole-superieure-de-communicatio_51,ESUPCOM - ECOLE SUPERIEURE DE COMMUNICATION - LILLE,True,Education,https://www.esupcom.com/nos-ecoles/lille/?utm_source=diplomeos,33320400012,lille@esupcom.com,École de communication
school_esupcom-ecole-superieure-de-communicatio_52,ESUPCOM - ECOLE SUPERIEURE DE COMMUNICATION - AIX-EN-PROVENCE,True,Education,https://www.esupcom.com/nos-ecoles/aix-en-provence/?utm_source=diplomeos,33442646200,aix@esupcom.com,École de communication
school_talis-paris_53,TALIS Paris,True,Education,https://www.talis.community/?utm_source=diplomeos,0140388786,paris@talis-bs.com,École de gestion et de commerce
school_luxury-hotelschool-paris_54,Luxury Hotelschool Paris,True,Education,https://www.luxuryhotelschool.fr?utm_source=diplomeos,33147313939,admissions@lh.schools,École hôtelière
school_esarc-toulouse_55,ESARC Toulouse,True,Education,,33561399798,toulouse@esarc-evolution-toulouse.fr,École de gestion et de commerce
school_ecole-superieure-des-metiers-de-limage-d_56,"Ecole supérieure des métiers de l’image, du son et de la création 2D-3D",True,Education,https://www.emc.fr/?utm_source=diplomeos,33146553919,webmaster@emc.fr,"École de photo, audiovisuel, cinéma"
school_studio-m-montpellier_57,STUDIO M - Montpellier,True,Education,,,,École d'art
school_ifag-institut-de-formation-aux-affaires-_58,IFAG - Institut de formation aux affaires et à la gestion - Rennes,True,Education,,,,École de gestion et de commerce
school_aforem-rennes_59,AFOREM Rennes,True,Education,https://www.aforem.fr/ecole/campus-rennes/?utm_source=diplomeos,33299354600,formation@aforem.fr,École de gestion et de commerce
school_ecole-superieure-europeenne-de-managemen_60,Ecole supérieure européenne de management en alternance - Lyon,True,Education,https://info.ecema.fr/rentree-lyon-diplomeo-site/?utm_source=diplomeos,33472738229,lyon@ecema.fr,Grande école de commerce
school_builders-ecole-dingenieurs_61,BUILDERS École d’ingénieurs,True,Education,,,,École d'ingénieurs
school_esitc-ecole-superieure-dingenieurs-des-t_62,ESITC - Ecole supérieure d'Ingénieurs des Travaux de la Construction de Paris,True,Education,,33181801515,contact@esitc-paris.fr,École d'ingénieurs
school_ecole-superieure-des-professions-immobil_63,Ecole Supérieure des Professions Immobilières - ESPI Paris,True,Education,,,,École des métiers de l'immobilier
school_esp-ecole-superieure-de-publicite-paris_64,ESP - Ecole supérieure de publicité - Paris,True,Education,https://espub.org?utm_source=diplomeos,33764363995,plandi@espub.org,École de communication
school_ecole-superieure-informatique-et-de-comm_65,Ecole Supérieure Informatique et de Commerce - Paris,True,Education,,33153901520,contact@esic.fr,Grande école de commerce
school_ecole-superieure-de-logistique-industrie_66,Ecole Supérieure de Logistique Industrielle Redon,True,Education,https://gip-cei.com/esli-redon/?utm_source=diplomeos,33299716020,contact@gip-cei.com,Autre établissement d'enseignement
school_esgi-ecole-superieure-de-genie-informati_67,ESGI - ECOLE SUPERIEURE DE GENIE INFORMATIQUE - PARIS,True,Education,,,,École d'ingénierie informatique
school_esgf-ecole-superieure-de-gestion-et-fina_68,ESGF - Ecole  Supérieure de Gestion et Finance Paris,True,Education,,33186472994,admissions@esgf.fr,École de gestion et de commerce
school_esgci_69,ESGCI,True,Education,https://www.esgci.com?utm_source=diplomeos,33186472993,admissions@esgci.com,École de gestion et de commerce
school_engde-ecole-superieure-de-gestion-dexper_70,ENGDE - ECOLE SUPERIEURE DE GESTION & D'EXPERTISE COMPTABLE -  PARIS,True,Education,,,,Autre établissement d'enseignement
school_ecole-superieure-de-commerce-et-de-manag_71,Ecole supérieure de commerce et de management spécialisée Tourisme,True,Education,,33442966497,contact@escaet.fr,École hôtelière
school_esve_72,ESVE,True,Education,,,,École de gestion et de commerce
school_esa-ecole-superieure-dassurances_73,ESA - École Supérieure d'Assurances,True,Education,https://formation-assurances.esaassurance.com/?utm_source=diplomeos,0185733100,admission@esassurances.com,École d'assurance
school_esa-angers-ecole-superieure-des-agricult_74,ESA Angers (Ecole Supérieure des Agricultures),True,Education,,,,École d'ingénieurs
school_talis-bayonne_75,TALIS Bayonne,True,Education,https://www.talis.community/?utm_source=diplomeo&utm_campaign=2025&utm_medium=ficheecole?utm_source=diplomeos,33564100913,bayonne@talis-bs.com,École de gestion et de commerce
school_epsi-lyon_76,EPSI Lyon,True,Education,,33472853850,lyon@epsi.fr,École d'ingénierie informatique
school_epsi-nantes_77,EPSI Nantes,True,Education,,,,École d'ingénierie informatique
school_epsi-montpellier_78,EPSI Montpellier,True,Education,,,,École d'ingénierie informatique
school_epsi-arras_79,EPSI Arras,True,Education,,33321713334,arras@epsi.fr,École d'ingénierie informatique
school_epsi-paris_80,EPSI Paris,True,Education,,,,École d'ingénierie informatique
school_epsi-bordeaux_81,EPSI Bordeaux,True,Education,,,,École d'ingénierie informatique
school_ecole-pigier-paris_82,Ecole Pigier - Paris,True,Education,https://www.pigier.com/ecole-commerce-paris?utm_source=diplomeos,33155070755,parisperformance@pigier.com,École de gestion et de commerce
school_ecole-pigier-saint-quentin-en-yvelines_83,Ecole Pigier - Saint Quentin en Yvelines,True,Education,,,,École de gestion et de commerce
school_ecole-pigier-nancy_84,Ecole Pigier - Nancy,True,Education,https://www.pigier.com/ecole-commerce-nancy?utm_source=diplomeos,33383359797,nancy@pigier.com,École de gestion et de commerce
school_enim-ecole-nationale-dingenieurs-de-metz_85,ENIM - Ecole nationale d'ingénieurs de Metz,True,Education,https://enim.univ-lorraine.fr/?utm_source=diplomeos,33372748700,enim-communication-contact@univ-lorraine.fr,École d'ingénieurs
school_enc-nantes_86,ENC Nantes,True,Education,https://www.enc-nantes.fr/?utm_source=diplomeos,33240489871,admission-enc@enc-nantes.fr,École de gestion et de commerce
school_ecole-internationale-tunon-montpellier_87,École Internationale Tunon - Montpellier,True,Education,https://www.ecole-tunon.com/?utm_source=diplomeos,33467581108,montpellier@ecoletunon.com,École hôtelière
school_elegance-academies_88,Elégance Académies,True,Education,https://www.elegance.fr/?utm_source=diplomeos,33493881292,info@elegance.fr,École des métiers de l'esthétique cosmétique
school_edc-paris-business-school_89,EDC Paris Business School,True,Education,,,,École de gestion et de commerce
school_ifag-institut-de-formation-aux-affaires-_90,IFAG - Institut de formation aux affaires et à la gestion - Toulouse,True,Education,,33607033267,patty.meunier@ifag.fr,École de gestion et de commerce
